"","auth_id","pub_id"
"1744","0000-0002-3190-2475",73
"1745","0000-0002-3190-2475",73
"1746","0000-0002-3190-2475",73
"1747","0000-0002-3190-2475",73
"1748","0000-0002-3190-2475",73
"1749","0000-0002-3190-2475",73
"1750","0000-0002-3190-2475",73
"1751","0000-0002-3190-2475",73
"1752","0000-0002-3190-2475",73
"1753","0000-0002-3190-2475",73
"1754","0000-0002-3190-2475",73
"1755","0000-0002-3190-2475",73
"1756","0000-0002-3190-2475",73
"1757","0000-0002-3190-2475",73
"1758","0000-0002-3190-2475",73
"1759","0000-0002-3190-2475",73
"1760","0000-0002-3190-2475",73
"1761","0000-0002-3190-2475",73
"1762","0000-0002-3190-2475",73
"1763","0000-0002-3190-2475",73
"1764","0000-0002-3190-2475",73
"1765","0000-0002-3190-2475",73
"1766","0000-0002-3190-2475",73
"1767","0000-0002-3190-2475",73
"1768","0000-0002-3190-2475",72
"1769","0000-0002-3190-2475",72
"1770","0000-0002-3190-2475",72
"1771","0000-0002-3190-2475",72
"1772","0000-0002-3190-2475",72
"1773","0000-0002-3190-2475",72
"1774","0000-0002-3190-2475",72
"1775","0000-0002-3190-2475",72
"1776","0000-0002-3190-2475",72
"1777","0000-0002-3190-2475",72
"1778","0000-0002-3190-2475",72
"1779","0000-0002-3190-2475",72
"1780","0000-0002-3190-2475",72
"1781","0000-0002-3190-2475",72
"1782","0000-0002-3190-2475",72
"1783","0000-0002-3190-2475",72
"1784","0000-0002-3190-2475",72
"1785","0000-0002-3190-2475",72
"1786","0000-0002-3190-2475",72
"1787","0000-0002-3190-2475",72
"1788","0000-0002-3190-2475",72
"1789","0000-0002-3190-2475",72
"1790","0000-0002-3190-2475",72
"1791","0000-0002-3190-2475",72
"1792","0000-0002-3190-2475",72
"1793","0000-0002-3190-2475",72
"1794","0000-0002-3190-2475",72
"1795","0000-0002-3190-2475",72
"1796","0000-0002-3190-2475",72
"1797","0000-0002-3190-2475",72
"1798","0000-0002-3190-2475",72
"1799","0000-0002-3190-2475",72
"1800","0000-0002-3190-2475",189
"1801","0000-0002-3190-2475",189
"1802","0000-0002-3190-2475",189
"1803","0000-0002-3190-2475",189
"1804","0000-0002-3190-2475",189
"1805","0000-0002-3190-2475",189
"1806","0000-0002-3190-2475",189
"1807","0000-0002-3190-2475",189
"1808","0000-0002-3190-2475",189
"1809","0000-0002-3190-2475",189
"1810","0000-0002-3190-2475",189
"1811","0000-0002-3190-2475",189
"1812","0000-0002-3190-2475",189
"1813","0000-0002-3190-2475",189
"1814","0000-0002-3190-2475",189
"1815","0000-0002-3190-2475",189
"1816","0000-0002-3190-2475",189
"1817","0000-0002-3190-2475",189
"1818","0000-0002-3190-2475",189
"1819","0000-0002-3190-2475",189
"1820","0000-0002-3190-2475",189
"1821","0000-0002-3190-2475",189
"1822","0000-0002-3190-2475",189
"1823","0000-0002-3190-2475",189
"1824","0000-0002-3190-2475",189
"1825","0000-0002-3190-2475",189
"1826","0000-0002-3190-2475",189
"1827","0000-0002-3190-2475",189
"1828","0000-0002-3190-2475",189
"1829","0000-0002-3190-2475",189
"1830","0000-0002-3190-2475",189
"1831","0000-0002-3190-2475",189
"1832","0000-0002-3190-2475",100
"1833","0000-0002-3190-2475",100
"1834","0000-0002-3190-2475",100
"1835","0000-0002-3190-2475",100
"1836","0000-0002-3190-2475",100
"1837","0000-0002-3190-2475",100
"1838","0000-0002-3190-2475",100
"1839","0000-0002-3190-2475",100
"1840","0000-0002-3190-2475",100
"1841","0000-0002-3190-2475",100
"1842","0000-0002-3190-2475",100
"1843","0000-0002-3190-2475",100
"1844","0000-0002-3190-2475",100
"1845","0000-0002-3190-2475",100
"1846","0000-0002-3190-2475",100
"1847","0000-0002-3190-2475",100
"1848","0000-0002-3190-2475",100
"1849","0000-0002-3190-2475",100
"1850","0000-0002-3190-2475",100
"1851","0000-0002-3190-2475",100
"1852","0000-0002-3190-2475",100
"1853","0000-0002-3190-2475",100
"1854","0000-0002-3190-2475",100
"1855","0000-0002-3190-2475",100
"1856","0000-0002-3190-2475",100
"1857","0000-0002-3190-2475",100
"1858","0000-0002-3190-2475",100
"1859","0000-0002-3190-2475",100
"1860","0000-0002-3190-2475",100
"1861","0000-0002-3190-2475",100
"1862","0000-0002-3190-2475",100
"1863","0000-0002-3190-2475",100
"1864","250",196
"1865","0000-0002-3190-2475",25
"1866","0000-0002-3190-2475",25
"1867","0000-0002-3190-2475",25
"1868","0000-0002-3190-2475",25
"1869","0000-0002-3190-2475",25
"1870","0000-0002-3190-2475",25
"1871","0000-0002-3190-2475",25
"1872","0000-0002-3190-2475",25
"1873","0000-0002-3190-2475",25
"1874","0000-0002-3190-2475",25
"1875","0000-0002-3190-2475",25
"1876","0000-0002-3190-2475",25
"1877","0000-0002-3190-2475",25
"1878","0000-0002-3190-2475",25
"1879","0000-0002-3190-2475",25
"1880","0000-0002-3190-2475",25
"1881","0000-0002-3190-2475",25
"1882","0000-0002-3190-2475",25
"1883","0000-0002-3190-2475",25
"1884","0000-0002-3190-2475",25
"1885","0000-0002-3190-2475",25
"1886","0000-0002-3190-2475",25
"1887","0000-0002-3190-2475",25
"1888","0000-0002-3190-2475",25
"1889","0000-0002-3190-2475",25
"1890","0000-0002-3190-2475",25
"1891","0000-0002-3190-2475",25
"1892","0000-0002-3190-2475",25
"1893","0000-0002-3190-2475",25
"1894","0000-0002-3190-2475",25
"1895","0000-0002-3190-2475",25
"1896","0000-0002-3190-2475",25
"1897","0000-0002-3190-2475",24
"1898","0000-0002-3190-2475",24
"1899","0000-0002-3190-2475",24
"1900","0000-0002-3190-2475",24
"1901","0000-0002-3190-2475",24
"1902","0000-0002-3190-2475",24
"1903","0000-0002-3190-2475",24
"1904","0000-0002-3190-2475",24
"1905","0000-0002-3190-2475",24
"1906","0000-0002-3190-2475",24
"1907","0000-0002-3190-2475",24
"1908","0000-0002-3190-2475",24
"1909","0000-0002-3190-2475",24
"1910","0000-0002-3190-2475",24
"1911","0000-0002-3190-2475",24
"1912","0000-0002-3190-2475",24
"1913","0000-0002-3190-2475",24
"1914","0000-0002-3190-2475",24
"1915","0000-0002-3190-2475",24
"1916","0000-0002-3190-2475",24
"1917","0000-0002-3190-2475",24
"1918","0000-0002-3190-2475",24
"1919","0000-0002-3190-2475",24
"1920","0000-0002-3190-2475",24
"1921","0000-0002-3190-2475",24
"1922","0000-0002-3190-2475",24
"1923","0000-0002-3190-2475",24
"1924","0000-0002-3190-2475",24
"1925","0000-0002-3190-2475",24
"1926","0000-0002-3190-2475",24
"1927","0000-0002-3190-2475",24
"1928","0000-0002-3190-2475",24
"1929","0000-0002-3190-2475",195
"1930","0000-0002-3190-2475",195
"1931","0000-0002-3190-2475",195
"1932","0000-0002-3190-2475",195
"1933","0000-0002-3190-2475",195
"1934","0000-0002-3190-2475",195
"1935","0000-0002-3190-2475",195
"1936","0000-0002-3190-2475",195
"1937","0000-0002-3190-2475",195
"1938","0000-0002-3190-2475",195
"1939","0000-0002-3190-2475",195
"1940","0000-0002-3190-2475",195
"1941","0000-0002-3190-2475",195
"1942","0000-0002-3190-2475",195
"1943","0000-0002-3190-2475",195
"1944","0000-0002-3190-2475",195
"1945","0000-0002-3190-2475",195
"1946","0000-0002-3190-2475",195
"1947","0000-0002-3190-2475",195
"1948","0000-0002-3190-2475",195
"1949","0000-0002-3190-2475",195
"1950","0000-0002-3190-2475",195
"1951","0000-0002-3190-2475",195
"1952","0000-0002-3190-2475",195
"1953","0000-0002-3190-2475",195
"1954","0000-0002-3190-2475",195
"1955","0000-0002-3190-2475",195
"1956","0000-0002-3190-2475",195
"1957","0000-0002-3190-2475",195
"1958","0000-0002-3190-2475",195
"1959","0000-0002-3190-2475",195
"1960","0000-0002-3190-2475",195
"1961","0000-0002-3190-2475",140
"1962","0000-0002-3190-2475",140
"1963","0000-0002-3190-2475",140
"1964","0000-0002-3190-2475",140
"1965","0000-0002-3190-2475",140
"1966","0000-0002-3190-2475",140
"1967","0000-0002-3190-2475",140
"1968","0000-0002-3190-2475",140
"1969","0000-0002-3190-2475",140
"1970","0000-0002-3190-2475",140
"1971","0000-0002-3190-2475",140
"1972","0000-0002-3190-2475",140
"1973","0000-0002-3190-2475",140
"1974","0000-0002-3190-2475",140
"1975","0000-0002-3190-2475",140
"1976","0000-0002-3190-2475",140
"1977","0000-0002-3190-2475",140
"1978","0000-0002-3190-2475",140
"1979","0000-0002-3190-2475",140
"1980","0000-0002-3190-2475",140
"1981","0000-0002-3190-2475",140
"1982","0000-0002-3190-2475",140
"1983","0000-0002-3190-2475",140
"1984","0000-0002-3190-2475",140
"1985","0000-0002-3190-2475",140
"1986","0000-0002-3190-2475",140
"1987","0000-0002-3190-2475",140
"1988","0000-0002-3190-2475",140
"1989","0000-0002-3190-2475",140
"1990","0000-0002-3190-2475",140
"1991","0000-0002-3190-2475",140
"1992","0000-0002-3190-2475",140
"1993","0000-0002-3190-2475",27
"1994","0000-0002-3190-2475",27
"1995","0000-0002-3190-2475",27
"1996","0000-0002-3190-2475",27
"1997","0000-0002-3190-2475",27
"1998","0000-0002-3190-2475",27
"1999","0000-0002-3190-2475",27
"2000","0000-0002-3190-2475",27
"2001","0000-0002-3190-2475",27
"2002","0000-0002-3190-2475",27
"2003","0000-0002-3190-2475",27
"2004","0000-0002-3190-2475",27
"2005","0000-0002-3190-2475",27
"2006","0000-0002-3190-2475",27
"2007","0000-0002-3190-2475",27
"2008","0000-0002-3190-2475",27
"2009","0000-0002-3190-2475",27
"2010","0000-0002-3190-2475",27
"2011","0000-0002-3190-2475",27
"2012","0000-0002-3190-2475",27
"2013","0000-0002-3190-2475",27
"2014","0000-0002-3190-2475",27
"2015","0000-0002-3190-2475",27
"2016","0000-0002-3190-2475",27
"2017","0000-0002-3190-2475",27
"2018","0000-0002-3190-2475",27
"2019","0000-0002-3190-2475",27
"2020","0000-0002-3190-2475",27
"2021","0000-0002-3190-2475",27
"2022","0000-0002-3190-2475",27
"2023","0000-0002-3190-2475",27
"2024","0000-0002-3190-2475",27
"2025","0000-0002-3190-2475",167
"2026","0000-0002-3190-2475",167
"2027","0000-0002-3190-2475",167
"2028","0000-0002-3190-2475",167
"2029","0000-0002-3190-2475",167
"2030","0000-0002-3190-2475",167
"2031","0000-0002-3190-2475",167
"2032","0000-0002-3190-2475",167
"2033","0000-0002-3190-2475",167
"2034","0000-0002-3190-2475",167
"2035","0000-0002-3190-2475",167
"2036","0000-0002-3190-2475",167
"2037","0000-0002-3190-2475",167
"2038","0000-0002-3190-2475",167
"2039","0000-0002-3190-2475",167
"2040","0000-0002-3190-2475",167
"2041","0000-0002-3190-2475",167
"2042","0000-0002-3190-2475",167
"2043","0000-0002-3190-2475",167
"2044","0000-0002-3190-2475",167
"2045","0000-0002-3190-2475",167
"2046","0000-0002-3190-2475",167
"2047","0000-0002-3190-2475",167
"2048","0000-0002-3190-2475",167
"2049","0000-0002-3190-2475",167
"2050","0000-0002-3190-2475",167
"2051","0000-0002-3190-2475",167
"2052","0000-0002-3190-2475",167
"2053","0000-0002-3190-2475",167
"2054","0000-0002-3190-2475",167
"2055","0000-0002-3190-2475",167
"2056","0000-0002-3190-2475",167
"2057","0000-0002-3190-2475",166
"2058","0000-0002-3190-2475",166
"2059","0000-0002-3190-2475",166
"2060","0000-0002-3190-2475",166
"2061","0000-0002-3190-2475",166
"2062","0000-0002-3190-2475",166
"2063","0000-0002-3190-2475",166
"2064","0000-0002-3190-2475",166
"2065","0000-0002-3190-2475",166
"2066","0000-0002-3190-2475",166
"2067","0000-0002-3190-2475",166
"2068","0000-0002-3190-2475",166
"2069","0000-0002-3190-2475",166
"2070","0000-0002-3190-2475",166
"2071","0000-0002-3190-2475",166
"2072","0000-0002-3190-2475",166
"2073","0000-0002-3190-2475",166
"2074","0000-0002-3190-2475",166
"2075","0000-0002-3190-2475",166
"2076","0000-0002-3190-2475",166
"2077","0000-0002-3190-2475",166
"2078","0000-0002-3190-2475",166
"2079","0000-0002-3190-2475",166
"2080","0000-0002-3190-2475",166
"2081","0000-0002-3190-2475",166
"2082","0000-0002-3190-2475",166
"2083","0000-0002-3190-2475",166
"2084","0000-0002-3190-2475",166
"2085","0000-0002-3190-2475",166
"2086","0000-0002-3190-2475",166
"2087","0000-0002-3190-2475",166
"2088","0000-0002-3190-2475",166
"2089","0000-0001-8739-2542",169
"2090","0000-0001-8739-2542",169
"2091","0000-0001-8739-2542",169
"2092","0000-0001-8739-2542",169
"2093","0000-0002-3190-2475",168
"2094","0000-0002-3190-2475",168
"2095","0000-0002-3190-2475",168
"2096","0000-0002-3190-2475",168
"2097","0000-0002-3190-2475",168
"2098","0000-0002-3190-2475",168
"2099","0000-0002-3190-2475",168
"2100","0000-0002-3190-2475",168
"2101","0000-0002-3190-2475",168
"2102","0000-0002-3190-2475",168
"2103","0000-0002-3190-2475",168
"2104","0000-0002-3190-2475",168
"2105","0000-0002-3190-2475",168
"2106","0000-0002-3190-2475",168
"2107","0000-0002-3190-2475",168
"2108","0000-0002-3190-2475",168
"2109","0000-0002-3190-2475",168
"2110","0000-0002-3190-2475",168
"2111","0000-0002-3190-2475",168
"2112","0000-0002-3190-2475",168
"2113","0000-0002-3190-2475",168
"2114","0000-0002-3190-2475",168
"2115","0000-0002-3190-2475",168
"2116","0000-0002-3190-2475",168
"2117","0000-0002-3190-2475",168
"2118","0000-0002-3190-2475",168
"2119","0000-0002-3190-2475",168
"2120","0000-0002-3190-2475",168
"2121","0000-0002-3190-2475",168
"2122","0000-0002-3190-2475",168
"2123","0000-0002-3190-2475",168
"2124","0000-0002-3190-2475",168
"2125","0000-0002-3190-2475",99
"2126","0000-0002-3190-2475",99
"2127","0000-0002-3190-2475",99
"2128","0000-0002-3190-2475",99
"2129","0000-0002-3190-2475",99
"2130","0000-0002-3190-2475",99
"2131","0000-0002-3190-2475",99
"2132","0000-0002-3190-2475",99
"2133","0000-0002-3190-2475",99
"2134","0000-0002-3190-2475",99
"2135","0000-0002-3190-2475",99
"2136","0000-0002-3190-2475",99
"2137","0000-0002-3190-2475",99
"2138","0000-0002-3190-2475",99
"2139","0000-0002-3190-2475",99
"2140","0000-0002-3190-2475",99
"2141","0000-0002-3190-2475",99
"2142","0000-0002-3190-2475",99
"2143","0000-0002-3190-2475",99
"2144","0000-0002-3190-2475",99
"2145","0000-0002-3190-2475",99
"2146","0000-0002-3190-2475",99
"2147","0000-0002-3190-2475",99
"2148","0000-0002-3190-2475",99
"2149","0000-0002-3190-2475",99
"2150","0000-0002-3190-2475",99
"2151","0000-0002-3190-2475",99
"2152","0000-0002-3190-2475",99
"2153","0000-0002-3190-2475",99
"2154","0000-0002-3190-2475",99
"2155","0000-0002-3190-2475",99
"2156","0000-0002-3190-2475",99
"2157","0000-0002-3190-2475",71
"2158","0000-0002-3190-2475",71
"2159","0000-0002-3190-2475",71
"2160","0000-0002-3190-2475",71
"2161","0000-0002-3190-2475",71
"2162","0000-0002-3190-2475",71
"2163","0000-0002-3190-2475",71
"2164","0000-0002-3190-2475",71
"2165","0000-0002-3190-2475",71
"2166","0000-0002-3190-2475",71
"2167","0000-0002-3190-2475",71
"2168","0000-0002-3190-2475",71
"2169","0000-0002-3190-2475",71
"2170","0000-0002-3190-2475",71
"2171","0000-0002-3190-2475",71
"2172","0000-0002-3190-2475",71
"2173","0000-0002-3190-2475",71
"2174","0000-0002-3190-2475",71
"2175","0000-0002-3190-2475",71
"2176","0000-0002-3190-2475",71
"2177","0000-0002-3190-2475",71
"2178","0000-0002-3190-2475",71
"2179","0000-0002-3190-2475",71
"2180","0000-0002-3190-2475",71
"2181","0000-0002-3190-2475",71
"2182","0000-0002-3190-2475",71
"2183","0000-0002-3190-2475",71
"2184","0000-0002-3190-2475",71
"2185","0000-0002-3190-2475",71
"2186","0000-0002-3190-2475",71
"2187","0000-0002-3190-2475",71
"2188","0000-0002-3190-2475",71
"2189","0000-0002-3190-2475",178
"2190","0000-0002-3190-2475",178
"2191","0000-0002-3190-2475",178
"2192","0000-0002-3190-2475",178
"2193","0000-0002-3190-2475",178
"2194","0000-0002-3190-2475",178
"2195","0000-0002-3190-2475",178
"2196","0000-0002-3190-2475",178
"2197","0000-0002-3190-2475",178
"2198","0000-0002-3190-2475",178
"2199","0000-0002-3190-2475",178
"2200","0000-0002-3190-2475",178
"2201","0000-0002-3190-2475",178
"2202","0000-0002-3190-2475",178
"2203","0000-0002-3190-2475",178
"2204","0000-0002-3190-2475",178
"2205","0000-0002-3190-2475",178
"2206","0000-0002-3190-2475",178
"2207","0000-0002-3190-2475",178
"2208","0000-0002-3190-2475",178
"2209","0000-0002-3190-2475",178
"2210","0000-0002-3190-2475",178
"2211","0000-0002-3190-2475",178
"2212","0000-0002-3190-2475",178
"2213","0000-0002-3190-2475",178
"2214","0000-0002-3190-2475",178
"2215","0000-0002-3190-2475",178
"2216","0000-0002-3190-2475",178
"2217","0000-0002-3190-2475",178
"2218","0000-0002-3190-2475",178
"2219","0000-0002-3190-2475",178
"2220","0000-0002-3190-2475",178
"2221","0000-0002-5997-7823",98
"2222","251",202
"2223","252",143
"2224","253",159
"2225","254",192
"2226","0000-0002-1337-9051",NA
"2227","0000-0002-0083-422X",96
"2228","0000-0002-0083-422X",96
"2229","0000-0002-0083-422X",150
"2230","0000-0002-0083-422X",150
"2231","0000-0002-2273-8263",75
"2232","255",98
"2233","0000-0001-5854-8886",49
"2234","256",2
"2235","0000-0003-2511-7929",58
"2236","257",31
"2237","0000-0002-5659-1394",92
"2238","258",60
"2239","259",31
"2240","260",183
"2241","0000-0001-5002-2863",66
"2242","0000-0003-2971-216X",96
"2243","0000-0003-2971-216X",96
"2244","0000-0003-2971-216X",150
"2245","0000-0003-2971-216X",150
"2246","261",166
"2247","262",178
"2248","263",171
"2249","264",171
"2250","265",180
"2251","0000-0002-1796-2930",110
"2252","0000-0002-2495-5034",173
"2253","0000-0002-0516-6945",79
"2254","0000-0001-8960-4297",9
"2255","266",2
"2256","267",211
"2257","0000-0001-7562-5513",97
"2258","268",1
"2259","0000-0002-6623-493X",143
"2260","0000-0002-6623-493X",143
"2261","0000-0002-6623-493X",NA
"2262","0000-0002-6623-493X",NA
"2263","0000-0001-8537-4471",97
"2264","0000-0002-9146-4403",144
"2265","269",84
"2266","270",161
"2267","0000-0001-5543-6459",208
"2268","271",181
"2269","272",130
"2270","273",181
"2271","274",130
"2272","275",55
"2273","276",116
"2274","0000-0002-7504-9162",34
"2275","0000-0001-8797-9482",228
"2276","0000-0001-8797-9482",228
"2277","0000-0001-8797-9482",228
"2278","0000-0001-8797-9482",228
"2279","0000-0001-8797-9482",228
"2280","0000-0001-8797-9482",NA
"2281","0000-0001-8797-9482",NA
"2282","0000-0001-8797-9482",NA
"2283","0000-0001-8797-9482",NA
"2284","0000-0001-8797-9482",NA
"2285","0000-0001-8797-9482",132
"2286","0000-0001-8797-9482",132
"2287","0000-0001-8797-9482",132
"2288","0000-0001-8797-9482",132
"2289","0000-0001-8797-9482",132
"2290","0000-0001-8797-9482",131
"2291","0000-0001-8797-9482",131
"2292","0000-0001-8797-9482",131
"2293","0000-0001-8797-9482",131
"2294","0000-0001-8797-9482",131
"2295","0000-0001-8797-9482",1
"2296","0000-0001-8797-9482",1
"2297","0000-0001-8797-9482",1
"2298","0000-0001-8797-9482",1
"2299","0000-0001-8797-9482",1
"2300","277",194
"2301","0000-0003-0470-0138",89
"2302","0000-0003-2502-7819",80
"2303","278",NA
"2304","0000-0001-6054-4075",98
"2305","0000-0003-2948-9818",169
"2306","0000-0003-0383-1830",19
"2307","279",34
"2308","280",110
"2309","281",33
"2310","0000-0001-8176-9759",189
"2311","0000-0001-8176-9759",189
"2312","0000-0001-8176-9759",189
"2313","0000-0001-8176-9759",189
"2314","0000-0001-8176-9759",189
"2315","0000-0001-8176-9759",189
"2316","0000-0001-8176-9759",189
"2317","0000-0001-8176-9759",189
"2318","0000-0001-8176-9759",189
"2319","0000-0001-8176-9759",189
"2320","0000-0001-8176-9759",189
"2321","0000-0001-8176-9759",189
"2322","0000-0001-8176-9759",189
"2323","282",136
"2324","0000-0001-5129-5740",139
"2325","0000-0001-8176-9759",87
"2326","0000-0001-8176-9759",87
"2327","0000-0001-8176-9759",87
"2328","0000-0001-8176-9759",87
"2329","0000-0001-8176-9759",87
"2330","0000-0001-8176-9759",87
"2331","0000-0001-8176-9759",87
"2332","0000-0001-8176-9759",87
"2333","0000-0001-8176-9759",87
"2334","0000-0001-8176-9759",87
"2335","0000-0001-8176-9759",87
"2336","0000-0001-8176-9759",87
"2337","0000-0001-8176-9759",87
"2338","0000-0001-8176-9759",101
"2339","0000-0001-8176-9759",101
"2340","0000-0001-8176-9759",101
"2341","0000-0001-8176-9759",101
"2342","0000-0001-8176-9759",101
"2343","0000-0001-8176-9759",101
"2344","0000-0001-8176-9759",101
"2345","0000-0001-8176-9759",101
"2346","0000-0001-8176-9759",101
"2347","0000-0001-8176-9759",101
"2348","0000-0001-8176-9759",101
"2349","0000-0001-8176-9759",101
"2350","0000-0001-8176-9759",101
"2351","0000-0001-8176-9759",124
"2352","0000-0001-8176-9759",124
"2353","0000-0001-8176-9759",124
"2354","0000-0001-8176-9759",124
"2355","0000-0001-8176-9759",124
"2356","0000-0001-8176-9759",124
"2357","0000-0001-8176-9759",124
"2358","0000-0001-8176-9759",124
"2359","0000-0001-8176-9759",124
"2360","0000-0001-8176-9759",124
"2361","0000-0001-8176-9759",124
"2362","0000-0001-8176-9759",124
"2363","0000-0001-8176-9759",124
"2364","0000-0001-8176-9759",225
"2365","0000-0001-8176-9759",225
"2366","0000-0001-8176-9759",225
"2367","0000-0001-8176-9759",225
"2368","0000-0001-8176-9759",225
"2369","0000-0001-8176-9759",225
"2370","0000-0001-8176-9759",225
"2371","0000-0001-8176-9759",225
"2372","0000-0001-8176-9759",225
"2373","0000-0001-8176-9759",225
"2374","0000-0001-8176-9759",225
"2375","0000-0001-8176-9759",225
"2376","0000-0001-8176-9759",225
"2377","0000-0001-8176-9759",73
"2378","0000-0001-8176-9759",73
"2379","0000-0001-8176-9759",73
"2380","0000-0001-8176-9759",73
"2381","0000-0001-8176-9759",73
"2382","0000-0001-8176-9759",73
"2383","0000-0001-8176-9759",73
"2384","0000-0001-8176-9759",73
"2385","0000-0001-8176-9759",73
"2386","0000-0001-8176-9759",73
"2387","0000-0001-8176-9759",73
"2388","0000-0001-8176-9759",73
"2389","0000-0001-8176-9759",73
"2390","0000-0001-8176-9759",24
"2391","0000-0001-8176-9759",24
"2392","0000-0001-8176-9759",24
"2393","0000-0001-8176-9759",24
"2394","0000-0001-8176-9759",24
"2395","0000-0001-8176-9759",24
"2396","0000-0001-8176-9759",24
"2397","0000-0001-8176-9759",24
"2398","0000-0001-8176-9759",24
"2399","0000-0001-8176-9759",24
"2400","0000-0001-8176-9759",24
"2401","0000-0001-8176-9759",24
"2402","0000-0001-8176-9759",24
"2403","0000-0001-8176-9759",195
"2404","0000-0001-8176-9759",195
"2405","0000-0001-8176-9759",195
"2406","0000-0001-8176-9759",195
"2407","0000-0001-8176-9759",195
"2408","0000-0001-8176-9759",195
"2409","0000-0001-8176-9759",195
"2410","0000-0001-8176-9759",195
"2411","0000-0001-8176-9759",195
"2412","0000-0001-8176-9759",195
"2413","0000-0001-8176-9759",195
"2414","0000-0001-8176-9759",195
"2415","0000-0001-8176-9759",195
"2416","0000-0001-8176-9759",27
"2417","0000-0001-8176-9759",27
"2418","0000-0001-8176-9759",27
"2419","0000-0001-8176-9759",27
"2420","0000-0001-8176-9759",27
"2421","0000-0001-8176-9759",27
"2422","0000-0001-8176-9759",27
"2423","0000-0001-8176-9759",27
"2424","0000-0001-8176-9759",27
"2425","0000-0001-8176-9759",27
"2426","0000-0001-8176-9759",27
"2427","0000-0001-8176-9759",27
"2428","0000-0001-8176-9759",27
"2429","0000-0001-8176-9759",99
"2430","0000-0001-8176-9759",99
"2431","0000-0001-8176-9759",99
"2432","0000-0001-8176-9759",99
"2433","0000-0001-8176-9759",99
"2434","0000-0001-8176-9759",99
"2435","0000-0001-8176-9759",99
"2436","0000-0001-8176-9759",99
"2437","0000-0001-8176-9759",99
"2438","0000-0001-8176-9759",99
"2439","0000-0001-8176-9759",99
"2440","0000-0001-8176-9759",99
"2441","0000-0001-8176-9759",99
"2442","0000-0001-8176-9759",71
"2443","0000-0001-8176-9759",71
"2444","0000-0001-8176-9759",71
"2445","0000-0001-8176-9759",71
"2446","0000-0001-8176-9759",71
"2447","0000-0001-8176-9759",71
"2448","0000-0001-8176-9759",71
"2449","0000-0001-8176-9759",71
"2450","0000-0001-8176-9759",71
"2451","0000-0001-8176-9759",71
"2452","0000-0001-8176-9759",71
"2453","0000-0001-8176-9759",71
"2454","0000-0001-8176-9759",71
"2455","0000-0001-8176-9759",100
"2456","0000-0001-8176-9759",100
"2457","0000-0001-8176-9759",100
"2458","0000-0001-8176-9759",100
"2459","0000-0001-8176-9759",100
"2460","0000-0001-8176-9759",100
"2461","0000-0001-8176-9759",100
"2462","0000-0001-8176-9759",100
"2463","0000-0001-8176-9759",100
"2464","0000-0001-8176-9759",100
"2465","0000-0001-8176-9759",100
"2466","0000-0001-8176-9759",100
"2467","0000-0001-8176-9759",100
"2468","0000-0001-8176-9759",178
"2469","0000-0001-8176-9759",178
"2470","0000-0001-8176-9759",178
"2471","0000-0001-8176-9759",178
"2472","0000-0001-8176-9759",178
"2473","0000-0001-8176-9759",178
"2474","0000-0001-8176-9759",178
"2475","0000-0001-8176-9759",178
"2476","0000-0001-8176-9759",178
"2477","0000-0001-8176-9759",178
"2478","0000-0001-8176-9759",178
"2479","0000-0001-8176-9759",178
"2480","0000-0001-8176-9759",178
"2481","283",31
"2482","0000-0003-2293-7278",89
"2483","0000-0001-5086-0744",127
"2484","0000-0003-4290-7762",NA
"2485","284",9
"2486","0000-0003-3412-803X",170
"2487","0000-0003-3412-803X",170
"2488","0000-0003-3412-803X",188
"2489","0000-0003-3412-803X",188
"2490","0000-0002-8507-1304",NA
"2491","0000-0002-3055-4202",110
"2492","0000-0003-1119-2792",154
"2493","0000-0002-7332-7122",41
"2494","0000-0002-3826-0735",213
"2495","0000-0002-3826-0735",213
"2496","0000-0002-3826-0735",213
"2497","0000-0002-3826-0735",102
"2498","0000-0002-3826-0735",102
"2499","0000-0002-3826-0735",102
"2500","285",104
"2501","286",77
"2502","287",103
"2503","288",189
"2504","289",178
"2505","290",145
"2506","291",4
"2507","0000-0001-7916-0741",NA
"2508","292",NA
"2509","293",201
"2510","294",144
"2511","295",169
"2512","0000-0003-1696-7809",146
"2513","0000-0003-1696-7809",146
"2514","296",31
"2515","297",174
"2516","0000-0001-9679-4287",41
"2517","0000-0002-0806-7643",205
"2518","0000-0002-0806-7643",205
"2519","0000-0002-0806-7643",205
"2520","0000-0002-0806-7643",176
"2521","0000-0002-0806-7643",176
"2522","0000-0002-0806-7643",176
"2523","0000-0002-0806-7643",105
"2524","0000-0002-0806-7643",105
"2525","0000-0002-0806-7643",105
"2526","298",145
"2527","299",31
"2528","0000-0002-3789-594X",NA
"2529","0000-0002-3789-594X",NA
"2530","0000-0002-3789-594X",132
"2531","0000-0002-3789-594X",132
"2532","300",144
"2533","301",144
"2534","302",115
"2535","0000-0001-7728-5460",225
"2536","0000-0001-9891-4801",1
"2537","303",7
"2538","304",114
"2539","0000-0002-9370-9160",1
"2540","0000-0002-9236-587X",29
"2541","305",219
"2542","0009-0008-1599-3419",30
"2543","306",225
"2544","0000-0003-3871-1564",201
"2545","0000-0002-2757-5395",99
"2546","0000-0003-4244-5844",107
"2547","0000-0003-4244-5844",107
"2548","0000-0003-4244-5844",106
"2549","0000-0003-4244-5844",106
"2550","0000-0002-8574-7271",108
"2551","307",105
"2552","308",107
