"","name","affiliation","id_type","author_id"
"690","Jedlicka, Anne","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","312"
"691","Dziedzic, Amanda","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","313"
"692","Liu, Hsuan","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0806-7643"
"693","Fenstermacher, Katherine Z.","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1139-3711"
"694","Rothman, Richard","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","314"
"695","Pekosz, Andrew","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3248-1761"
"696","Weingartner, Kyler A.","Department of Biochemistry and Molecular Biology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","315"
"697","Tran, Thao","Department of Biochemistry and Molecular Biology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","316"
"698","Tripp, Katherine W.","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-7278-708X"
"699","Kavran, Jennifer M.","Department of Biochemistry and Molecular Biology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","317"
"700","Subramanian, Vijaya","Institute for Computational Medicine, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8292-1759"
"701","Bagger, Jonatan I.","Center for Clinical Metabolic Research, Gentofte Hospital, University of Copenhagen, Hellerup, Denmark","ORCID","0000-0003-3174-1613"
"702","Harihar, Vinayak","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0205-7161"
"703","Holst, Jens J.","Department of Biomedical Sciences, University of Copenhagen, Copenhagen, Denmark","ORCID","0000-0001-6853-3805"
"704","Knop, Filip K.","Center for Clinical Metabolic Research, Gentofte Hospital, University of Copenhagen, Hellerup, Denmark","ORCID","0000-0002-2495-5034"
"705","Villsbøll, Tina","Center for Clinical Metabolic Research, Gentofte Hospital, University of Copenhagen, Hellerup, Denmark","dataverse_id","318"
"706","Mittelstadt, Jonah","Department of Biomedical Engineering; Solomon H. Snyder Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA; Department of Biology, University of Maryland, College Park, MD, USA","ORCID","0000-0001-6738-5556"
"707","Shilling-Scrivo, Kelson","Department of Biology; Department of Anatomy and Neurobiology, University of Maryland, College Park, MD, USA","ORCID","0000-0003-2622-3459"
"708","Kanold, Patrick","Department of Biomedical Engineering; Solomon H. Snyder Department of Neuroscience; Kavli Neuroscience Discovery Institute, Johns Hopkins University, Baltimore, MD, USA; Department of Biology, University of Maryland, College Park, MD, USA","ORCID","0000-0002-7529-5435"
"709","Zhang, Qian","Department of Geography and Environmental Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","319"
"710","Ball, William P.","Department of Geography and Environmental Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","320"
"711","Wang, Mingxuan","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","321"
"712","Jendrichovsky, Peter","Kavli Neuroscience Discovery Institute, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","322"
"713","Kanold, Patrick O.","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-7529-5435"
"714","Gnanadesikan, Anand","Department of Earth and Planetary Sciences Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5784-1116"
"715","Kim, Grace E.","Department of Earth and Planetary Sciences Johns Hopkins University, Baltimore, MD, USA","dataverse_id","323"
"716","Pradal, Marie Aude S","Department of Earth and Planetary Sciences Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-5301-9659"
"717","Zhang, Yue","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3313-6030"
"718","Preheim, Sarah P.","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7365-2382"
"719","Malinina, Alla","Pulmonary and Critical Care Medicine, Johns Hopkins School of Medicine, Baltimore, MD","dataverse_id","324"
"720","Dikeman, Dustin","Pulmonary and Critical Care Medicine, Johns Hopkins School of Medicine, Baltimore, MD","dataverse_id","325"
"721","Westbrook, Reyhan","Division of Geriatrics, Johns Hopkins School of Medicine, Baltimore, MD","dataverse_id","326"
"722","Moats, Michelle","Departments of Biology and Chemistry and Biochemistry, Florida International University, Miami, FL","dataverse_id","327"
"723","Gidner, Sarah","Pulmonary and Critical Care Medicine, Johns Hopkins School of Medicine, Baltimore, MD","dataverse_id","328"
"724","Poonyagariyagorn, Hataya","Pulmonary and Critical Care Medicine, Johns Hopkins School of Medicine, Baltimore, MD","dataverse_id","329"
"725","Walston, Jeremy","Division of Geriatrics, Johns Hopkins School of Medicine, Baltimore, MD","dataverse_id","330"
"726","Neptune, Enid","Pulmonary and Critical Care Medicine, Johns Hopkins School of Medicine, Baltimore, MD","ORCID","0000-0002-9635-1272"
"727","Dowdy, David","Johns Hopkins University, Epidemiology","dataverse_id","331"
"728","Robsky, Katherine","Johns Hopkins University, Epidemiology","dataverse_id","332"
"729","McGarity, Micajah Z.","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7323-0526"
"730","Hobbs, Benjamin F.","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1783-3597"
"731","Nie, Wanshu","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland","ORCID","0000-0003-3639-9570"
"732","Kumar, Sujay V.","National Aeronautics and Space Administration Goddard Space Flight Center, Greenbelt, Maryland","ORCID","0000-0001-8797-9482"
"733","Peters-Lidard, Christa D.","National Aeronautics and Space Administration Goddard Space Flight Center, Greenbelt, Maryland","ORCID","0000-0003-1255-2876"
"734","Zaitchik, Benjamin F.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland","ORCID","0000-0002-0698-0658"
"735","Arsenault, Kristi R.","National Aeronautics and Space Administration Goddard Space Flight Center, Greenbelt, Maryland","ORCID","0000-0002-6830-6271"
"736","Bindlish, Rajat","National Aeronautics and Space Administration Goddard Space Flight Center, Greenbelt, Maryland","ORCID","0000-0002-1913-0353"
"737","Liu, Pang-Wei","National Aeronautics and Space Administration Goddard Space Flight Center, Greenbelt, Maryland","ORCID","0000-0002-3789-594X"
"738","Johns Hopkins Center for a Livable Future","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","333"
"739","Plunkett, Evan C.","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","334"
"740","Zhang, Qingyang","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","335"
"741","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"742","Reich, Daniel H.","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-6313-9884"
"743","Allard, Simon","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0519-7036"
"744","Hussain Shuler, Marshall G.","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1927-0970"
"745","Chi, Chen","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","336"
"746","Song, Yuqi","Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","337"
"747","Lee, Taein","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8176-9759"
"748","Reich, Daniel H.","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-6313-9884"
"749","Bragg, Arthur E.","Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3376-5494"
"750","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"751","Hantsoo, Kalev","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9334-9839"
"752","Gomes, Maya","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9707-350X"
"753","Brenner, Dana","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-2562-5683"
"754","Cornwell, Jeffrey","Horn Point Laboratory, University of Maryland Center for Environmental Science, Cambridge, MD, USA","ORCID","0000-0001-7111-2489"
"755","Palinkas, Cindy M.","Horn Point Laboratory, University of Maryland Center for Environmental Science, Cambridge, MD, USA","ORCID","0000-0003-2740-8308"
"756","Malkin,  Sairah","Horn Point Laboratory, University of Maryland Center for Environmental Science, Cambridge, MD, USA","ORCID","0000-0002-7523-1589"
"757","Dickinson, Laura E.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","338"
"758","Rand, Dannielle R.","Imec, Leuven, Belgium","dataverse_id","339"
"759","Tsao, Joanna","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","340"
"760","Eberle, Wolfgang","Imec, Leuven, Belgium","ORCID","0000-0002-6115-9811"
"761","Gerecht, Sharon","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8542-4835"
"762","Dickinson, Laura E.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","341"
"763","Ho, Chia Chi","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","342"
"764","Wang, Geoffrey, M.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","343"
"765","Stebe, Kathleen J.","Department of Chemical and Biomolecular Engineering, University of Pennsylvania, Philadelphia, PA, USA","ORCID","0000-0003-0510-0513"
"766","Gerecht, Sharon","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8542-4835"
"767","Uyanik, Ismail","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3535-5616"
"768","Stamper, Sarah A.","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","344"
"769","Cowan, Noah J.","Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-2502-3770"
"770","Fortune, Eric S.","Department of Biological Sciences, New Jersey Institute of Technology, Newark, NJ, USA","ORCID","0000-0001-6447-5425"
"771","Bryce,  Jennifer","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","345"
"772","Amouzou, Agbessi","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-6262-3866"
"773","Black, Robert E.","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-9926-7984"
"774","Brady, Eoghan","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0075-5406"
"775","Hazel, Elizabeth","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9176-3278"
"776","Hill, Kenneth","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","346"
"777","Humes, Michael","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","347"
"778","Jones, Gareth","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","348"
"779","Joos, Olga","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0335-4982"
"780","Koffi, Alain","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","349"
"781","Munos, Melinda","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1349-8026"
"782","Park, Lois A.","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","350"
"783","Wilson, Emily","Department of International Health, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","351"
"784","Kidanu, Aklilu","Ethiopia Country PI","dataverse_id","352"
"785","Arhinful,  Daniel","Ghana Country PI","dataverse_id","353"
"786","Mleme, Tiope","Malawi Country PI","dataverse_id","354"
"787","Sangho, Hamadou","Mali Country PI","dataverse_id","355"
"788","Habi, Oumarou","Niger Country PI","dataverse_id","356"
"789","Grupp, Robert","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3386-5839"
"790","Unberath, Mathias","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0055-9950"
"791","Gao, Cong","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-6798-8381"
"792","Hegeman, Rachel","Research and Exploratory Development Department, Johns Hopkins University Applied Physics Laboratory, Laurel, MD, USA","ORCID","0000-0003-2869-8773"
"793","Murphy, Ryan","Auris Health, Inc., Redwood City, CA, USA","dataverse_id","357"
"794","Alexander, Clayton","Department of Orthopaedic Surgery, Johns Hopkins Medicine, Baltimore, MD, USA","dataverse_id","358"
"795","Otake, Yoshito","Graduate School of Information Science, Nara Institute of Science and Technology, Ikoma, Nara, Japan","ORCID","0000-0003-1291-9316"
"796","McArthur, Benjamin","Department of Surgery and Perioperative Care, Dell Medical School, University of Texas, Austin, TX, USA","dataverse_id","359"
"797","Armand, Mehran","Department of Orthopaedic Surgery, Johns Hopkins Medicine, Baltimore, MD, USA","dataverse_id","360"
"798","Taylor, Russell","Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-6272-1100"
"799","Nie, Wanshu","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3639-9570"
"800","Kumar, Sujay V.","Hydrological Science Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD, USA","ORCID","0000-0001-8797-9482"
"801","Bindlish, Rajat","Hydrological Science Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD, USA","ORCID","0000-0002-1913-0353"
"802","Liu, Pang-Wei","Science Systems and Applications Inc., Lanham, MD, USA","ORCID","0000-0002-3789-594X"
"803","Wang, Shugong","Applied Research Associates Inc., Raleigh, NC, USA","dataverse_id","361"
"804","Song, Yunjia","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","362"
"805","Wagner, Justine","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","363"
"806","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"807","Beauchene, Christine","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0787-4520"
"808","Men, Silu","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","364"
"809","Hinault, Thomas","University of Caen, Normandy, France","ORCID","0000-0001-9939-0640"
"810","Courtney, Susan M.","Department of Psychological and Brain Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1469-8879"
"811","Sarma, Sridevi V.","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-4817-6625"
"812","Schratz, Kristen E.","Department of Oncology, Johns Hopkins University, Baltimore, MD USA","dataverse_id","365"
"813","Armanios, Mary","Department of Oncology, Johns Hopkins University, Baltimore, MD USA","dataverse_id","366"
"814","Wei, Zhiliang","Department of Radiology and Radiological Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8477-2440"
"815","Li, Yuguo","Department of Radiology and Radiological Science, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","367"
"816","Bibic, Adnan","F. M. Kirby Research Center for Functional Brain Imaging, Kennedy Krieger Research Institute, Baltimore, MD, USA.","ORCID","0000-0001-8044-2906"
"817","Duan, Wenzhen","Department of Psychiatry and Behavioral Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5933-6308"
"818","Xu, Jiadi","Department of Radiology and Radiological Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-9698-5622"
"819","Lu, Hanzhang","Department of Radiology and Radiological Science, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3871-1564"
"820","Breault, Macauley S.","Picower Institute for Learning & Memory, Massachusetts Institute of Technology, Cambridge, MA, USA","ORCID","0000-0003-1327-5372"
"821","Sacré, Pierre","Department of Electrical Engineering and Computer Science, University of Liège, Liège, Belgium","ORCID","0000-0002-7228-1628"
"822","Fitzgerald, Zachary B.","Department of Neurobiology, Northwestern University, Chicago, IL, USA","dataverse_id","368"
"823","Gale, John T.","DIXI Neurolab, Inc., Stone Mountain, GA, USA","dataverse_id","369"
"824","Cullen, Kathleen E.","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9348-0933"
"825","Gonzalez-Martinez, Jorge A.","Department of Neurobiology, Northwestern University, Chicago, IL, USA","ORCID","0000-0002-9936-7034"
"826","Sarma, Sridevi V.","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-4817-6625"
"827","Song, Yunjia","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1216-0285"
"828","Chen, Nan","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","370"
"829","Jiang, Qifeng","Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-5590-4889"
"830","Mukhopadhyay, Tushita","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8053-9668"
"831","Wondmagegn, Wudyalew","Department of Electrical and Computer Engineering, The College of New Jersey, Ewing, NJ, USA","dataverse_id","371"
"832","Klausen, Rebekka S.","Department of Chemistry, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","372"
"833","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"834","Hanjaya-Putra, Donny","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3039-9206"
"835","Bose, Vivek","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","373"
"836","Shen, Yu-I","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","374"
"837","Yee, Jane","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","375"
"838","Khetan, Sudhir","Department of Bioengineering, University of Pennsylvania, Philadelphia, PA, USA","ORCID","0000-0001-5854-8886"
"839","Fox-Talbot, Karen","Department of Pathology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-9397-4282"
"840","Steenbergen, Charles","Department of Pathology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","376"
"841","Burdick, Jason A.","Department of Bioengineering, University of Pennsylvania, Philadelphia, PA, USA","ORCID","0000-0002-2006-332X"
"842","Gerecht, Sharon","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8542-4835"
"843","Edwards, Tara D.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","377"
"844","Bevan, Michael A.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9368-4899"
"845","Marton, Tanya","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","378"
"846","Shuler, Marshall","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-1927-0970"
"847","Samuels, Jack","Department of Psychiatry and Behavioral Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-6715-7905"
"848","Nestadt, Paul","Department of Psychiatry and Behavioral Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-2479-703X"
"849","Krasnow, Janice","Department of Psychiatry and Behavioral Sciences, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","379"
"850","Wang, Ying","Department of Psychiatry and Behavioral Sciences, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","380"
"851","Kamath, Vidulata","Department of Psychiatry and Behavioral Sciences, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","381"
"852","Bakker, Arnold","Department of Psychiatry and Behavioral Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0417-641X"
"853","Nestadt, Gerald","Department of Psychiatry and Behavioral Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-9461-5249"
"854","Chib, Vikram S.","Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8810-5699"
"855","Naugle, Danielle","Department of Health, Behavior and Society, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","382"
"856","Tibbels, Natalie","Department of Health, Behavior and Society, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-6848-1881"
"857","Dosso, Abdul","Center for Communication Programs-Côte d’Ivoire, Johns Hopkins University, Abidjan, Côte d’Ivoire","dataverse_id","383"
"858","Nie, Wanshu","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0003-3639-9570"
"859","Kumar, Sujay V.","Hydrological Science Laboratory, NASA Goddard Space Flight Center, Greenbelt, Maryland, USA","ORCID","0000-0001-8797-9482"
"860","Arsenault, Kristi R.","Science Applications International Corporation, McLean, Virginia, USA","ORCID","0000-0002-6830-6271"
"861","Peters-Lidard, Christa D.","Earth Science Division, NASA Goddard Space Flight Center, Greenbelt, Maryland, USA","ORCID","0000-0003-1255-2876"
"862","Mladenova, Iliana E.","USDA Foreign Agricultural Service, Washington, DC, USA","dataverse_id","384"
"863","Bergaoui, Karim","ACQUATEC Solutions, Dubai Technology Entrepreneur Campus (DTEC), Dubai Silicon Oasis, Dubai, UAE","dataverse_id","385"
"864","Hazra, Abheera","Hydrological Science Laboratory, NASA Goddard Space Flight Center, Greenbelt, Maryland, USA","dataverse_id","386"
"865","Zaitchik, Benjamin F.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0002-0698-0658"
"866","Mahanama, Sarith P.","Science Systems and Applications Inc., Lanham, Maryland, USA","dataverse_id","387"
"867","McDonnell, Rachael","Water, Climate Change & Resilience Program, International Water Management Institute-Rome Office, Rome, Italy","ORCID","0000-0002-0525-4582"
"868","Mocko, David M.","Science Applications International Corporation, McLean, Virginia, USA","ORCID","0000-0001-8688-5708"
"869","Navari, Mahdi","Earth System Science Interdisciplinary Center, University of Maryland, College Park, Maryland, USA","ORCID","0000-0003-0332-4580"
"870","Haith, Adrian M.","Department of Neurology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-5658-8654"
"871","Yang, Christopher S.","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-7645-3861"
"872","Pakpoor, Jina","Department of Neurology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","388"
"873","Kita, Kahori","Department of Neurology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5002-2863"
"874","Cosans, Cassandra L.","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-9121-532X"
"875","Gomes, Maya L.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9707-350X"
"876","Marsh, Melinda J.","Department of Physics, Astronomy, and Geosciences, Towson University, Towson, MD, USA","dataverse_id","389"
"877","Moore, Joel",NA,"ORCID","0000-0002-5546-9610"
"878","Harman, Ciaran J.",NA,"ORCID","0000-0002-3185-002X"
"879","Korangath, Preethi","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-6623-493X"
"880","Jin, Lu","The Hormel Institute, University of Minnesota, Austin, MN, USA","dataverse_id","390"
"881","Yang, Chun-Ting","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-7667-244X"
"882","Healy, Sean","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","391"
"883","Guo, Xin","Department of Molecular and Comparative Pathobiology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","392"
"884","Ke, Suqi","Department of Biostatistics and Bioinformatics, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","393"
"885","Grüttner, Cordula","Micromod Partikeltechnologie GmbH, Rostock, Germany","ORCID","0000-0002-8271-1281"
"886","Hu, Chen","Department of Biostatistics and Bioinformatics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4672-1981"
"887","Gabrielson, Kathleen","Department of Molecular and Comparative Pathobiology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3901-4357"
"888","Foote, Jeremy","Department of Microbiology, University of Alabama at Birmingham, Birmingham, AL, USA","ORCID","0000-0002-6621-6096"
"889","Clarke, Robert","The Hormel Institute, University of Minnesota, Austin, MN, USA","ORCID","0000-0002-9278-0854"
"890","Ivkov, Robert","Department of Radiation Oncology and Molecular Radiation Sciences, Johns Hopkins University, Baltimore, MD, USA; Department of Oncology, Johns Hopkins University, Baltimore, MD, USA; Department of Mechanical Engineering, Johns Hopkins University, Baltimore, MD, USA; Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-2930-5276"
"891","Mittelstadt, Jonah K.","Department of Biomedical Engineering & Solomon H. Snyder Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-6738-5556"
"892","Kanold, Patrick O.","Department of Biomedical Engineering; Solomon H. Snyder Department of Neuroscience; Kavli Neuroscience Discovery Institute, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-7529-5435"
"893","Edwards, Tara D.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","394"
"894","Beltran-Villegas, Daniel J.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1667-3181"
"895","Bevan, Michael A.","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9368-4899"
"896","Zimmet, Amanda M.","University of Virginia","dataverse_id","395"
"897","Cao, Di","Johns Hopkins University","dataverse_id","396"
"898","Bastian, Amy J.","Johns Hopkins University","dataverse_id","397"
"899","Cowan, Noah J.","Johns Hopkins University, Department of Mechanical Engineering","ORCID","0000-0003-2502-3770"
"900","Song, Yunjia","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","dataverse_id","398"
"901","Lamberty, Zachary D.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","ORCID","0000-0003-2948-9818"
"902","Liang, Junhao","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","dataverse_id","399"
"903","Pellitero, Miguel A.","Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8739-2542"
"904","Wagner, Justine S.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","ORCID","0000-0003-4647-0449"
"905","Jumai’an, Eugenie","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","dataverse_id","400"
"906","Bevan, Michael A.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","ORCID","0000-0002-9368-4899"
