"","dataset_id","collection_id","name","url","description","citation_html","published_at","publisher","citation","downloads"
"190","doi:10.7281/T1/I0H3GY","ArroyoLab","Data associated with the publication: Expanding the monolayer scope for nucleic acid-based electrochemical sensors beyond thiols on gold: Alkylphosphonic acids on ITO","https://doi.org/10.7281/T1/I0H3GY","Electrochemical biosensors are a powerful and rapidly evolving molecular monitoring technology. Evidenced by the success of the continuous glucose monitor in managing Type 1 Diabetes, these sensors are capable of precise, accurate measurements in unprocessed biological environments. Nucleic acid-based electrochemical sensors (NBEs) are a specific type of biosensor that employs the target binding and conformational dynamics of nucleic acids for signal transduction. Currently, the vast majority of NBEs are fabricated via self-assembly of alkylthiols on Au electrodes. However, this architecture is limited in scope, as Au electrodes are not universally deployable for all potential NBE applications. Here, to expand the repertoire of materials on which NBEs can be made, we describe the multistep procedure for creating sensing monolayers of alkylphosphonic acids on a conductive oxide surface. Using such monolayers on indium tin oxide (ITO)-coated glass slides, we couple redox reporter-modified nucleic acids and demonstrate signaling of procaine-binding NBE sensors in buffer and human serum. We investigate the operational stability of these NBE sensors to reveal faster signal loss relative to benchmark thiol-on-gold sensing layers, a result that arises due to poor stability of the underlying ITO. Finally, we discuss future directions to continue expansion of NBE sensor materials and applications.","Shaver, Alexander; Arroyo-Curr&aacute;s, Netzahualc&oacute;yotl, 2023, ""Data associated with the publication: Expanding the monolayer scope for nucleic acid-based electrochemical sensors beyond thiols on gold: Alkylphosphonic acids on ITO"", <a href=""https://doi.org/10.7281/T1/I0H3GY"" target=""_blank"">https://doi.org/10.7281/T1/I0H3GY</a>, Johns Hopkins Research Data Repository, V1","2023-07-21T20:11:46Z","JHU Arroyo Laboratory Data Archive","Shaver, Alexander; Arroyo-Currás, Netzahualcóyotl, 2023, ""Data associated with the publication: Expanding the monolayer scope for nucleic acid-based electrochemical sensors beyond thiols on gold: Alkylphosphonic acids on ITO"", https://doi.org/10.7281/T1/I0H3GY, Johns Hopkins Research Data Repository, V1",23
"191","doi:10.7281/T1/TLEBVW","root","Data associated with publication ""Wind farms providing secondary frequency regulation: Evaluating the performance of model-based receding horizon control""","https://doi.org/10.7281/T1/TLEBVW","We investigate the capability of wind farm to track a power reference signal to help ensure reliable power grid operations. The wind farm controller is based on a simple dynamic wind farm model and tested using high-fidelity simulations. We find that the dynamic nature of the wind farm model is vital for tracking the power signal, and the controlled wind farm would pass industry performance tests in most cases. Simulation data output in the form of comma separated value files.","Shapiro, Carl R.; Meyers, Johan; Meneveau, Charles; Gayme, Dennice F., 2017, ""Data associated with publication &quot;Wind farms providing secondary frequency regulation: Evaluating the performance of model-based receding horizon control&quot;"", <a href=""https://doi.org/10.7281/T1/TLEBVW"" target=""_blank"">https://doi.org/10.7281/T1/TLEBVW</a>, Johns Hopkins Research Data Repository, V1","2017-12-20T18:16:30Z","Johns Hopkins Research Data Repository","Shapiro, Carl R.; Meyers, Johan; Meneveau, Charles; Gayme, Dennice F., 2017, ""Data associated with publication ""Wind farms providing secondary frequency regulation: Evaluating the performance of model-based receding horizon control"""", https://doi.org/10.7281/T1/TLEBVW, Johns Hopkins Research Data Repository, V1",48
"192","doi:10.7281/T1/AYTUVI","LIMBS","Data from: Patients with Cerebellar Ataxia Do Not Benefit from Limb Weights","https://doi.org/10.7281/T1/AYTUVI","Data associated with the publication: Zimmet, Amanda M., Cowan, N. J., and Bastian, A. J. (2019). Patients with Cerebellar Ataxia Do Not Benefit from Limb Weights. Cerebellum. Contains code and data, written in MATLAB version 9.1.0.441655. All of the data was collected from the Kinarm (BKIN Technologies Ltd.) using the following distribution: KINARM: BKIN Dexterit-E 3.2.3-2092, XPC version 4.3. Please download the README document from the Files list for details on content and for viewing and reprocessing the data. For a freeware alternative to MatLab, try GNU Octave. https://www.gnu.org/software/octave/. Neither the data creators nor Johns Hopkins Research Data Repository can provide direct assistance on script compatibility.","Zimmet, Amanda M.; Cowan, Noah J.; Bastian, Amy J., 2018, ""Data from: Patients with Cerebellar Ataxia Do Not Benefit from Limb Weights"", <a href=""https://doi.org/10.7281/T1/AYTUVI"" target=""_blank"">https://doi.org/10.7281/T1/AYTUVI</a>, Johns Hopkins Research Data Repository, V3","2018-08-03T18:25:59Z","JHU LIMBS Laboratory Data Archive","Zimmet, Amanda M.; Cowan, Noah J.; Bastian, Amy J., 2018, ""Data from: Patients with Cerebellar Ataxia Do Not Benefit from Limb Weights"", https://doi.org/10.7281/T1/AYTUVI, Johns Hopkins Research Data Repository, V3",145
"193","doi:10.7281/T1/IWOVKD","root","Data associated with the publication: Variations in ocean deoxygenation across Earth System Models: Isolating the role of parametrized lateral mixing","https://doi.org/10.7281/T1/IWOVKD","Examines the impact of changing the lateral mixing coefficient within a single Earth System Model on oxygen distribution under global warming. Results from six simulations are shown, four with constant values of mixing coefficient and two with spatially varying values of mixing coefficient.","Bahl, Alexis; Gnanadesikan, Anand; Pradal, Marie Aude, 2018, ""Data associated with the publication: Variations in ocean deoxygenation across Earth System Models: Isolating the role of parametrized lateral mixing"", <a href=""https://doi.org/10.7281/T1/IWOVKD"" target=""_blank"">https://doi.org/10.7281/T1/IWOVKD</a>, Johns Hopkins Research Data Repository, V1","2018-11-08T13:39:55Z","Johns Hopkins Research Data Repository","Bahl, Alexis; Gnanadesikan, Anand; Pradal, Marie Aude, 2018, ""Data associated with the publication: Variations in ocean deoxygenation across Earth System Models: Isolating the role of parametrized lateral mixing"", https://doi.org/10.7281/T1/IWOVKD, Johns Hopkins Research Data Repository, V1",28
"194","doi:10.7281/T1/VZYIRV","root","Data associated with the publication: Temporal interference current stimulation in peripheral nerves is not driven by envelope extraction","https://doi.org/10.7281/T1/VZYIRV","Most data consists of electromyogram data from the rat biceps femoris and plantar muscles following electrical stimulation of the sciatic nerve. We used a variety of stimulation parameters, which are shared in the accompanying article. We created COMSOL models of the fields that these stimulation parameters created, which are also shared. We include the signals processing steps to reproduce our figures, for transparency.","Budde, Ryan B.; Williams, Michael T.; Irazoqui, Pedro P., 2023, ""Data associated with the publication: Temporal interference current stimulation in peripheral nerves is not driven by envelope extraction"", <a href=""https://doi.org/10.7281/T1/VZYIRV"" target=""_blank"">https://doi.org/10.7281/T1/VZYIRV</a>, Johns Hopkins Research Data Repository, V1","2023-04-17T20:12:24Z","Johns Hopkins Research Data Repository","Budde, Ryan B.; Williams, Michael T.; Irazoqui, Pedro P., 2023, ""Data associated with the publication: Temporal interference current stimulation in peripheral nerves is not driven by envelope extraction"", https://doi.org/10.7281/T1/VZYIRV, Johns Hopkins Research Data Repository, V1",101
"195","doi:10.7281/T1/MYBQC7","LewisGroup","Data associated with the publication: Sub-Milankovitch signals in Northern Polar layered deposits of Mars","https://doi.org/10.7281/T1/MYBQC7","This data set contains shapefiles for layers and stratigraphic sections, three-dimensional layer orientations, and reconstructed stratigraphic sections of the Martian North Polar Layered Deposit, analyzed in the manuscript “Sub-Milankovitch Signals in Northern Polar Layered Deposits of Mars” by Sotzen et al.","Sotzen, Jeremy; Lewis, Kevin, 2024, ""Data associated with the publication: Sub-Milankovitch signals in Northern Polar layered deposits of Mars"", <a href=""https://doi.org/10.7281/T1/MYBQC7"" target=""_blank"">https://doi.org/10.7281/T1/MYBQC7</a>, Johns Hopkins Research Data Repository, V1","2024-04-29T18:15:03Z","Prof. Kevin Lewis Research Group Data Archive – Planetary Surfaces Datasets","Sotzen, Jeremy; Lewis, Kevin, 2024, ""Data associated with the publication: Sub-Milankovitch signals in Northern Polar layered deposits of Mars"", https://doi.org/10.7281/T1/MYBQC7, Johns Hopkins Research Data Repository, V1",31
"196","doi:10.7281/T1/XTSKOW","LIMBS","Data and software associated with publication ""High-resolution behavioral mapping of electric fishes in Amazonian habitats""","https://doi.org/10.7281/T1/XTSKOW","This project includes datasets with recordings of weakly electric fish Eigenmannia virescens using grids of spatially distributed electrodes. These were collected in the LIMBS laboratory at JHU in 2014, and at the Terra Ronca cave in Brazil in 2016. The project also includes code for (1) analyzing the overhead images or video and extracting fish locations, (2) implementing the algorithms described in the publication for estimating fish positions and orientations using electrode measurements alone, and (3) reproducing the result figures from the publication that show the efficacy of electrode-based tracking as compared to video-based tracking.","Madhav, Manu S.; Jayakumar, Ravikrishnan P.; Demir, Alican; Stamper, Sarah A.; Fortune, Eric S.; Cowan, Noah J., 2017, ""Data and software associated with publication &quot;High-resolution behavioral mapping of electric fishes in Amazonian habitats&quot;"", <a href=""https://doi.org/10.7281/T1/XTSKOW"" target=""_blank"">https://doi.org/10.7281/T1/XTSKOW</a>, Johns Hopkins Research Data Repository, V1","2017-09-19T13:08:30Z","JHU LIMBS Laboratory Data Archive","Madhav, Manu S.; Jayakumar, Ravikrishnan P.; Demir, Alican; Stamper, Sarah A.; Fortune, Eric S.; Cowan, Noah J., 2017, ""Data and software associated with publication ""High-resolution behavioral mapping of electric fishes in Amazonian habitats"""", https://doi.org/10.7281/T1/XTSKOW, Johns Hopkins Research Data Repository, V1",1817
"197","doi:10.7281/T1/FIS2QT","root","Data and code associated with the publication “Feedbacks driving interdecadal variability in Southern Ocean convection in climate models: A coupled oscillator mechanism”","https://doi.org/10.7281/T1/FIS2QT","This dataset contains output from three coupled climate models used to look at the variability of Southern Ocean. Model output generated using the ESM2Mc model described in Galbraith et al., Climate variability and radiocarbon in the CM2Mc Earth System Model , Journal of Climate., 24 , 4230-4254, https://doi.org/10.1175/2011JCLI3919.1 with several variants of the mixing coefficient. Runscript for the AREDI400 version of the model showing all parameters is provided as file 27. Files are divided into datasets followed by “.nc”, Matlab scripts (flat text) followed by a “.m”, and a flat text runscript file without a suffix.","Gnanadesikan, Anand; Speller, Cassidy M.; Ringlein, Grace; San Soucie, John; Thomas, Jordan; Pradal, Marie-Aude, 2020, ""Data and code associated with the publication &ldquo;Feedbacks driving interdecadal variability in Southern Ocean convection in climate models: A coupled oscillator mechanism&rdquo;"", <a href=""https://doi.org/10.7281/T1/FIS2QT"" target=""_blank"">https://doi.org/10.7281/T1/FIS2QT</a>, Johns Hopkins Research Data Repository, V1","2020-06-17T13:26:05Z","Johns Hopkins Research Data Repository","Gnanadesikan, Anand; Speller, Cassidy M.; Ringlein, Grace; San Soucie, John; Thomas, Jordan; Pradal, Marie-Aude, 2020, ""Data and code associated with the publication “Feedbacks driving interdecadal variability in Southern Ocean convection in climate models: A coupled oscillator mechanism”"", https://doi.org/10.7281/T1/FIS2QT, Johns Hopkins Research Data Repository, V1",108
"198","doi:10.7281/T1PN93HH","IIEAD_Focus_Groups_Japan_and_South_Korea","Immigrant Incorporation in East Asian Democracies (IIEAD) Project: Focus Group Interviews in Japan [collection]","https://doi.org/10.7281/T1PN93HH","Immigrant Incorporation in East Asian Democracies (Cambridge University Press, 2020) is based on 31 months of fieldwork conducted in Japan, South Korea, and Taiwan from 2009 to 2016. This book examines how the civic legacies of past struggles for democracy shape current movements for immigrant rights. Examining three industrial democracies in Northeast Asia with overlapping immigration and citizenship policies, immigrant populations, and immigration histories, this book offers insights into the gaps between state policies and immigrant political behavior across similarly situated countries. In addition to comparing policy reforms, state-institutionalized rights for migrants, and immigrant incorporation policies, programs, and services, this project seeks to better understand the process of political incorporation through the lens of migrants themselves. In order to understand the incentives and disincentives for particular forms of political engagement as well as immigrant strategies for political empowerment, the methods employed must allow the respondents to generate their own questions, concepts, and categorizations. In addition to Japanese, South Korean, and Taiwanese government publications and archival materials, the project relies on a combination of questionnaires, over 150 in-depth interviews with immigrants, pro-immigrant activists, and government officials, and 28 focus groups with immigrant communities in the three countries. The Immigrant Incorporation in East Asian Democracies (IIEAD) Project contains the focus group data associated with this book. In Japan, the focus groups consisted of migrants from the Korean peninsula, mainland China, the Philippines, Brazil, Peru, Bangladesh, and Ethiopia; in Korea, participants were nationals of mainland China, Taiwan, Vietnam, the Philippines, Mongolia, and Myanmar; and, in Taiwan, participants consisted of migrants from Vietnam, Indonesia, Thailand, and the Philippines. The IIEAD collection contains transcripts and English translations of 16 focus groups from the study: eight conducted in Japan and eight in South Korea. The focus group transcripts from Taiwan are not included in the IIEAD collection due to their sensitive nature. In order to ensure the confidentiality of the focus group participants, all personal identifiers have been removed from the transcripts in the IIEAD collection, including participants’ names, self-introductions at the beginning of the focus groups, and informal conversations that either contained personal information or that were between participants and not meant to be directed at the group. This study collection includes the Japan focus group data.","Chung, Erin A.; Gomes, Menandro; Lim, Dukin; Roni, Muntasir; Sanchez, Ronald; Zhong, Zhizhi, 2015, ""Immigrant Incorporation in East Asian Democracies (IIEAD) Project: Focus Group Interviews in Japan [collection]"", <a href=""https://doi.org/10.7281/T1PN93HH"" target=""_blank"">https://doi.org/10.7281/T1PN93HH</a>, Johns Hopkins Research Data Repository, V10","2020-10-30T18:26:04Z","Immigrant Incorporation in East Asian Democracies (IIEAD) Project: Focus Group Interviews in Japan and South Korea","Chung, Erin A.; Gomes, Menandro; Lim, Dukin; Roni, Muntasir; Sanchez, Ronald; Zhong, Zhizhi, 2015, ""Immigrant Incorporation in East Asian Democracies (IIEAD) Project: Focus Group Interviews in Japan [collection]"", https://doi.org/10.7281/T1PN93HH, Johns Hopkins Research Data Repository, V10",597
"199","doi:10.7281/T1/VWR4GR","planetary_atmospheric_dynamics","Data and software associated with Seviour et al. 2017, The Stability of Mars’ Annular Polar Vortex","https://doi.org/10.7281/T1/VWR4GR","The Martian polar atmosphere is known to have a persistent local minimum in potential vorticity (PV) near the winter pole, with a region of high PV encircling it. This finding is surprising since an isolated band of PV is barotropically unstable, a result going back to Rayleigh. Here we investigate the stability of a Mars-like annular vortex using numerical integrations of the rotating shallow water equations. We show how the mode of instability and its growth rate depends upon the latitude and width of the annulus. By introducing thermal relaxation towards an annular equilibrium profile with a time scale similar to that of the instability, we are able to simulate a persistent annular vortex with similar characteristics as that observed in the Martian atmosphere. This time scale, typically 0.5-2 sols, is similar to radiative relaxation time scales for Mars’ polar atmosphere. We also demonstrate that the persistence of an annular vortex is robust to topographic forcing, as long as it is below a certain amplitude. We hence propose that the persistence of this barotropically unstable annular vortex is permitted due to the combination of short radiative relaxation time scales and relatively weak topographic forcing in the Martian polar atmosphere.","Seviour, William J. M.; Waugh, Darryn W.; Scott, Richard K., 2017, ""Data and software associated with Seviour et al. 2017, The Stability of Mars&rsquo; Annular Polar Vortex"", <a href=""https://doi.org/10.7281/T1/VWR4GR"" target=""_blank"">https://doi.org/10.7281/T1/VWR4GR</a>, Johns Hopkins Research Data Repository, V1","2017-02-23T14:12:11Z","Planetary Atmospheric Dynamics Research ","Seviour, William J. M.; Waugh, Darryn W.; Scott, Richard K., 2017, ""Data and software associated with Seviour et al. 2017, The Stability of Mars’ Annular Polar Vortex"", https://doi.org/10.7281/T1/VWR4GR, Johns Hopkins Research Data Repository, V1",55
"200","doi:10.7281/T1/PXCQCC","CO2_Effect","Data associated with “Direct Effects of CO2 Radiative Forcing on Ocean Heat Content and Circulation”","https://doi.org/10.7281/T1/PXCQCC","Output of atmospheric general circulation model (GCM) simulations are used to force an ocean-only GCM with comprehensive boundary conditions to examine the impact of direct atmospheric effects on ocean heat content. Perturbation simulations with prescribed response to quadrupling of atmospheric CO2 include altered surface winds, freshwater fluxes, and downwelling shortwave radiation.","Menzel, Molly E.; Merlis, Timothy M., 2018, ""Data associated with &ldquo;Direct Effects of CO2 Radiative Forcing on Ocean Heat Content and Circulation&rdquo;"", <a href=""https://doi.org/10.7281/T1/PXCQCC"" target=""_blank"">https://doi.org/10.7281/T1/PXCQCC</a>, Johns Hopkins Research Data Repository, V2","2019-06-19T19:09:52Z","Direct Effects of CO2 Radiative Forcing on Ocean Heat Content and Circulation","Menzel, Molly E.; Merlis, Timothy M., 2018, ""Data associated with “Direct Effects of CO2 Radiative Forcing on Ocean Heat Content and Circulation”"", https://doi.org/10.7281/T1/PXCQCC, Johns Hopkins Research Data Repository, V2",97
"201","doi:10.7281/T1/8VU7A2","HKatz_NSF","Data associated with the publication: Blended conjugated host and unconjugated dopant polymers towards N-type all-polymer conductors and high-ZT thermoelectrics","https://doi.org/10.7281/T1/8VU7A2","Device current-voltage data, microscopy and diffraction morphology data, spectral data, thermoelectric data.","Han, Jinfeng; Jiang, Yufeng; Tiernan, Emma; Ganley, Connor; Song, Yunjia; Lee, Taein; Chiu, Arlene; McGuiggan, Patty; Adams, Nicholas; Clancy, Paulette; Russell. Thomas P.; Hopkins, Patrick E.; Thon, Susanna M.; Tovar, John D.; Katz, Howard E., 2023, ""Data associated with the publication: Blended conjugated host and unconjugated dopant polymers towards N-type all-polymer conductors and high-ZT thermoelectrics"", <a href=""https://doi.org/10.7281/T1/8VU7A2"" target=""_blank"">https://doi.org/10.7281/T1/8VU7A2</a>, Johns Hopkins Research Data Repository, V1","2023-05-09T12:24:18Z","Dr. Howard Katz NSF-supported projects","Han, Jinfeng; Jiang, Yufeng; Tiernan, Emma; Ganley, Connor; Song, Yunjia; Lee, Taein; Chiu, Arlene; McGuiggan, Patty; Adams, Nicholas; Clancy, Paulette; Russell. Thomas P.; Hopkins, Patrick E.; Thon, Susanna M.; Tovar, John D.; Katz, Howard E., 2023, ""Data associated with the publication: Blended conjugated host and unconjugated dopant polymers towards N-type all-polymer conductors and high-ZT thermoelectrics"", https://doi.org/10.7281/T1/8VU7A2, Johns Hopkins Research Data Repository, V1",29
"202","doi:10.7281/T1/WVEABK","root","Data associated with the publication: Perceptual specializations for processing species-specific vocalizations in the common marmoset (Callithrix jacchus)","https://doi.org/10.7281/T1/WVEABK","How humans and animals segregate sensory information into discrete, behaviorally meaningful categories is one of the hallmark questions in neuroscience. Much of the research around this topic in the auditory system has centered around human speech perception, in which categorical processes result in an enhanced sensitivity for acoustically meaningful differences and a reduced sensitivity for nonmeaningful distinctions. Much less is known about whether non-human primates process their species-specific vocalizations in a similar manner. We address this question in the common marmoset, a small arboreal New World primate with a rich vocal repertoire produced across a range of behavioral contexts. We first show that marmosets perceptually categorize their vocalizations in ways that correspond to previously defined call types for this species. Next, we show that marmosets are differentially sensitive to changes in particular acoustic features of their most common call types, and that these sensitivity differences are matched to the population statistics of their vocalizations in ways that likely maximize category formation. Finally, we show that marmosets are less sensitive to changes in these acoustic features when within the natural range of variability of their calls, which possibly reflects perceptual specializations which maintain existing call categories. These findings suggest specializations for categorical vocal perception in a New World primate species and pave the way for future studies examining their underlying neural mechanisms.","Osmanski, Michael S.; Wang, Xiaoqin, 2023, ""Data associated with the publication: Perceptual specializations for processing species-specific vocalizations in the common marmoset (Callithrix jacchus)"", <a href=""https://doi.org/10.7281/T1/WVEABK"" target=""_blank"">https://doi.org/10.7281/T1/WVEABK</a>, Johns Hopkins Research Data Repository, V1","2023-05-25T17:11:56Z","Johns Hopkins Research Data Repository","Osmanski, Michael S.; Wang, Xiaoqin, 2023, ""Data associated with the publication: Perceptual specializations for processing species-specific vocalizations in the common marmoset (Callithrix jacchus)"", https://doi.org/10.7281/T1/WVEABK, Johns Hopkins Research Data Repository, V1",87
"203","doi:10.7281/T1/OM3OMQ","rainfall","Data and code associated with the publication “Sensitivity of catchment transit times to rainfall variability under present and future climates”","https://doi.org/10.7281/T1/OM3OMQ","This data and code were used to generate the figures in the publication “Sensitivity of catchment transit times to rainfall variability under present and future climates”.","Wilusz, Daniel C,; Harman, Ciaran J.; Ball, William P., 2017, ""Data and code associated with the publication &ldquo;Sensitivity of catchment transit times to rainfall variability under present and future climates&rdquo;"", <a href=""https://doi.org/10.7281/T1/OM3OMQ"" target=""_blank"">https://doi.org/10.7281/T1/OM3OMQ</a>, Johns Hopkins Research Data Repository, V1","2017-10-23T17:22:25Z","Sensitivity of catchment transit times to rainfall variability under present and future climates","Wilusz, Daniel C,; Harman, Ciaran J.; Ball, William P., 2017, ""Data and code associated with the publication “Sensitivity of catchment transit times to rainfall variability under present and future climates”"", https://doi.org/10.7281/T1/OM3OMQ, Johns Hopkins Research Data Repository, V1",255
"204","doi:10.7281/T1/NTWJAR","McMeniman","Data associated with the publication: An expanded neurogenetic toolkit to decode olfaction in the African malaria mosquito Anopheles gambiae.","https://doi.org/10.7281/T1/NTWJAR","This archive contains raw calcium imaging .tif stacks and confocal images in .czi format used in the publication.","Giraldo, Diego; Hammond, Andrew; Wu, Jinling; Feole, Brandon; Al-Saloum, Noor; McMeniman, Conor, 2024, ""Data associated with the publication: An expanded neurogenetic toolkit to decode olfaction in the African malaria mosquito Anopheles gambiae."", <a href=""https://doi.org/10.7281/T1/NTWJAR"" target=""_blank"">https://doi.org/10.7281/T1/NTWJAR</a>, Johns Hopkins Research Data Repository, V1","2024-02-23T20:28:34Z","Dr. Conor McMeniman’s Lab Publication Datasets (Johns Hopkins University) ","Giraldo, Diego; Hammond, Andrew; Wu, Jinling; Feole, Brandon; Al-Saloum, Noor; McMeniman, Conor, 2024, ""Data associated with the publication: An expanded neurogenetic toolkit to decode olfaction in the African malaria mosquito Anopheles gambiae."", https://doi.org/10.7281/T1/NTWJAR, Johns Hopkins Research Data Repository, V1",15
"205","doi:10.7281/T1/ORP47N","KanoldLab","Data associated with the publication: Bilateral widefield calcium imaging reveals circuit asymmetries and lateralized functional activation of mouse auditory cortex.","https://doi.org/10.7281/T1/ORP47N","The deposited data includes MATLAB scripts (.m files) and the corresponding data (.mat files) required to reproduce the figures in the publication. Additional calcium dynamic traces for each animal are also included. Data are stored in either .mat files or .tif files. Some text files (.txt) are included for instruction on using the MATLAB scripts (.m files) for generating figures.","Calhoun, Georgia; Chen, Chih-Ting; Kanold, Patrick O., 2023, ""Data associated with the publication: Bilateral widefield calcium imaging reveals circuit asymmetries and lateralized functional activation of mouse auditory cortex."", <a href=""https://doi.org/10.7281/T1/ORP47N"" target=""_blank"">https://doi.org/10.7281/T1/ORP47N</a>, Johns Hopkins Research Data Repository, V1","2023-10-12T20:05:53Z","KanoldLab","Calhoun, Georgia; Chen, Chih-Ting; Kanold, Patrick O., 2023, ""Data associated with the publication: Bilateral widefield calcium imaging reveals circuit asymmetries and lateralized functional activation of mouse auditory cortex."", https://doi.org/10.7281/T1/ORP47N, Johns Hopkins Research Data Repository, V1",32
"206","doi:10.7281/T1/HRK27V","CompNeuroscienceLab","Data associated with the publication: The cellular architecture of memory modules in Drosophila supports stochastic input integration","https://doi.org/10.7281/T1/HRK27V","Article abstract: The ability to associate neutral stimuli with valence information and to store these associations as memories forms the basis for decision making. To determine the underlying computational principles, we build a realistic computational model of a central decision module within the Drosophila mushroom body (MB), the fly’s center for learning and memory. Our model combines the electron microscopy-based architecture of one MB output neuron (MBON-alpha 3), the synaptic connectivity of its 948 presynaptic Kenyon cells (KCs), and its in vivo membrane properties obtained from patch-clamp recordings. We show that this neuron is electrotonically compact and that synaptic input corresponding to simulated odor input robustly drives its spiking behavior. Therefore, sparse innervation by KCs can efficiently control and modulate MBON activity in response to learning with minimal requirements on the specificity of synaptic localization. This architecture allows efficient storage of large numbers of memories using the flexible stochastic connectivity of the circuit.","Hafez, Omar A.; Escribano, Benjamin; Rouven, Ziegler L.; Hirtz, Jan J.; Niebur, Ernst; Pielage, Jan, 2022, ""Data associated with the publication: The cellular architecture of memory modules in Drosophila supports stochastic input integration"", <a href=""https://doi.org/10.7281/T1/HRK27V"" target=""_blank"">https://doi.org/10.7281/T1/HRK27V</a>, Johns Hopkins Research Data Repository, V1","2022-03-07T20:18:52Z","Computational Neuroscience Laboratory","Hafez, Omar A.; Escribano, Benjamin; Rouven, Ziegler L.; Hirtz, Jan J.; Niebur, Ernst; Pielage, Jan, 2022, ""Data associated with the publication: The cellular architecture of memory modules in Drosophila supports stochastic input integration"", https://doi.org/10.7281/T1/HRK27V, Johns Hopkins Research Data Repository, V1",148
"207","doi:10.7281/T1/7ELIJW","AbdomenAtlas","Data associated with publication: AbdomenAtlas-8K: Annotating 8,000 CT volumes for multi-organ segmentation in three weeks","https://doi.org/10.7281/T1/7ELIJW","AbdomenAtlas 1.0 is a fully annotated CT dataset, comprising 5,195 CT volumes that include per-voxel annotations for nine anatomical structures: the spleen, liver, (L/R) kidneys, stomach, gallbladder, pancreas, aorta, and inferior vena cava (IVC). The CT volumes are sourced from 26 hospitals across eight countries. More information can be found at Dataset | Zongwei Zhou and the associated publications and GitHub site listed in the Software section. This collection consists of duplicate copies of the full CT dataset in the Files section to provide two options for downloading. The complete AbdomenAtlas 314GB uncompressed .zip file may take 2 to 8 hours to download depending on network speeds and connection stability. The second “BDMAP” sets are the same files split into approximately 20GB folders that generally download in less than one hour on slower networks. See the README for instructions for downloading and viewing individual files as samples before downloading complete sets.","Chongyu, Qu; Li, Wenxuan; Zhang, Tiezheng; Qiao, Hualin; Liu, Jie; Tang, Yucheng; Yuille, Alan L.; Zhou, Zongwei, 2024, ""Data associated with publication: AbdomenAtlas-8K: Annotating 8,000 CT volumes for multi-organ segmentation in three weeks"", <a href=""https://doi.org/10.7281/T1/7ELIJW"" target=""_blank"">https://doi.org/10.7281/T1/7ELIJW</a>, Johns Hopkins Research Data Repository, V1","2024-04-26T19:51:18Z","AbdomenAtlas","Chongyu, Qu; Li, Wenxuan; Zhang, Tiezheng; Qiao, Hualin; Liu, Jie; Tang, Yucheng; Yuille, Alan L.; Zhou, Zongwei, 2024, ""Data associated with publication: AbdomenAtlas-8K: Annotating 8,000 CT volumes for multi-organ segmentation in three weeks"", https://doi.org/10.7281/T1/7ELIJW, Johns Hopkins Research Data Repository, V1",144
"208","doi:10.7281/T1/P69KYX","licensed-data","Data Axle Reference Solutions U.S. Business Location Data","https://doi.org/10.7281/T1/P69KYX","Data Axle Reference Solutions, formerly ReferenceUSA, contains two directories--residential and business. Records include over 12 million U.S. businesses and 120 million U.S. residents. Businesses include private, public, and non-profit organizations, regardless of employee size or sales. This dataset of Data Axle’s business database provides 52 attributes about tens of millions of businesses across the United States for almost every business from the Fortune 500 down to mom-and-pop shops and work-from-home freelancers. The Data Axle business database is available in its entirety for the years 2017 to 2020. The data can be downloaded in a single commas separated values (.csv) file for each year of interest. This file is approximately 5 GB in size after de-compressing the .zip archive. To load the .csv in memory requires a minimum of 32 GB of RAM. To access the Data Axle data on low-memory systems, the .csv file for each year as been split into subsets by US Census defined geographic regions, as well as the more granular geographic divisions. The file census-regions-divisions.csv identifies the states and territories that belong to each region (5 regions plus territories) and divisions (9 divisions plus territories).","Data Axle Reference Solutions, 2021, ""Data Axle Reference Solutions U.S. Business Location Data"", <a href=""https://doi.org/10.7281/T1/P69KYX"" target=""_blank"">https://doi.org/10.7281/T1/P69KYX</a>, Johns Hopkins Research Data Repository, V2, UNF:6:NfZKQL7d0oE55lulkqktnA== [fileUNF]","2022-04-05T14:31:11Z","Licensed Datasets for JHU Affiliates","Data Axle Reference Solutions, 2021, ""Data Axle Reference Solutions U.S. Business Location Data"", https://doi.org/10.7281/T1/P69KYX, Johns Hopkins Research Data Repository, V2, UNF:6:NfZKQL7d0oE55lulkqktnA== [fileUNF]",71
